epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
55,334.552,0.76373,1.20279,1.00991,1.17296,0,0.54804,0.63492,0.58577,0.39935,0.57497,0.65079,0.5957,0.38552,0.90139,1.4242,2.36081,1.33287,0,0.0009308,0.0009308,0.0009308
56,340.511,0.77963,1.36984,1.01308,1.22453,0,0.51711,0.60317,0.58177,0.41901,0.51711,0.60317,0.55864,0.37946,0.94057,1.57255,1.6073,1.36297,0,0.000911,0.000911,0.000911
57,346.525,0.80988,1.34406,0.95782,1.26551,0,0.51382,0.68254,0.59593,0.38824,0.58369,0.61905,0.60241,0.37414,0.94947,1.50339,2.08924,1.38589,0,0.0008912,0.0008912,0.0008912
58,352.46,0.75647,1.42831,0.92097,1.20731,0,0.62666,0.65079,0.61842,0.44075,0.61082,0.63492,0.58442,0.41835,0.94715,1.57524,1.63424,1.35033,0,0.0008714,0.0008714,0.0008714
59,363.72,0.73312,1.28488,0.94425,1.13838,0,0.55005,0.63492,0.59264,0.40238,0.535,0.61905,0.55014,0.38821,0.96489,1.4903,2.06045,1.34622,0,0.0008516,0.0008516,0.0008516
60,363.862,0.76914,1.31049,0.94706,1.20214,0,0.59794,0.61382,0.60404,0.44844,0.61332,0.62945,0.61506,0.41019,0.81892,1.5773,1.65837,1.25546,0,0.0008318,0.0008318,0.0008318
61,369.842,0.77413,1.35227,1.21688,1.22422,0,0.61378,0.55556,0.62185,0.43906,0.62782,0.53968,0.61053,0.41242,0.86281,1.55275,1.47172,1.28471,0,0.000812,0.000812,0.000812
62,375.997,0.78949,1.32831,1.08455,1.24867,0,0.66382,0.6896,0.62928,0.44256,0.63326,0.65786,0.60885,0.41427,0.84804,1.52678,2.38267,1.26253,0,0.0007922,0.0007922,0.0007922
63,382.436,0.81159,1.38737,0.9921,1.24506,0,0.59998,0.61905,0.64387,0.44747,0.56335,0.68254,0.62806,0.42998,0.85852,1.49022,1.47065,1.26866,0,0.0007724,0.0007724,0.0007724
64,388.317,0.7354,1.2881,0.91722,1.17141,0,0.58847,0.57143,0.58238,0.41287,0.55334,0.53968,0.55119,0.40109,0.8763,1.57117,1.69105,1.29037,0,0.0007526,0.0007526,0.0007526
65,393.811,0.79551,1.42286,0.96872,1.2304,0,0.63552,0.65079,0.55171,0.38762,0.62002,0.63492,0.53295,0.3694,0.91216,1.52205,3.12026,1.26501,0,0.0007328,0.0007328,0.0007328
66,399.747,0.76992,1.2403,0.97359,1.18921,0,0.61188,0.69841,0.67025,0.48792,0.64513,0.68254,0.6587,0.46072,0.86087,1.57663,1.29548,1.23596,0,0.000713,0.000713,0.000713
67,405.787,0.74838,1.15976,1.05247,1.17593,0,0.6521,0.5951,0.61585,0.43762,0.63504,0.58008,0.56344,0.40904,0.87904,1.57848,2.16826,1.28113,0,0.0006932,0.0006932,0.0006932
68,411.71,0.74609,1.22349,0.85491,1.22074,0,0.6606,0.68254,0.64516,0.4541,0.64524,0.66667,0.60884,0.43017,0.94403,1.58766,1.49034,1.29479,0,0.0006734,0.0006734,0.0006734
69,417.612,0.72245,1.13759,0.89625,1.13951,0,0.68615,0.69409,0.62462,0.46511,0.6335,0.71337,0.61032,0.42835,0.95796,1.53108,1.46601,1.33615,0,0.0006536,0.0006536,0.0006536
70,428.831,0.80147,1.24875,1.10025,1.24217,0,0.63882,0.61905,0.61574,0.4796,0.60129,0.60317,0.60174,0.43335,0.85674,1.56957,1.52837,1.24884,0,0.0006338,0.0006338,0.0006338
71,429.123,0.71918,1.16067,0.93593,1.17475,0,0.62457,0.68254,0.67408,0.48951,0.62457,0.68254,0.65792,0.44783,0.8478,1.56972,1.32099,1.28824,0,0.000614,0.000614,0.000614
72,435.331,0.68348,1.23769,0.83614,1.14795,0,0.72747,0.55089,0.60378,0.4339,0.57409,0.65079,0.57331,0.40554,0.95406,1.62039,1.5489,1.38023,0,0.0005942,0.0005942,0.0005942
73,441.355,0.68963,1.12237,0.79344,1.15027,0,0.6904,0.61905,0.5859,0.41828,0.67269,0.60317,0.57464,0.39205,0.96804,1.69899,1.56096,1.40374,0,0.0005744,0.0005744,0.0005744
74,447.353,0.73546,1.21054,0.8189,1.15932,0,0.62943,0.67407,0.6429,0.45932,0.6146,0.6582,0.61003,0.43576,0.87047,1.7307,1.39002,1.33724,0,0.0005546,0.0005546,0.0005546
75,453.326,0.69816,1.26339,0.79943,1.14649,0,0.66658,0.68254,0.65054,0.44961,0.63486,0.65079,0.60054,0.42627,0.91072,1.66276,1.77356,1.36224,0,0.0005348,0.0005348,0.0005348
76,458.773,0.67145,1.16126,0.83677,1.13042,0,0.70528,0.6458,0.65424,0.46816,0.70614,0.64844,0.6253,0.4465,0.90919,1.60673,1.5725,1.3587,0,0.000515,0.000515,0.000515
77,464.742,0.63671,1.09108,0.70161,1.07925,0,0.70032,0.6677,0.64461,0.48378,0.7106,0.66264,0.63578,0.45028,0.90924,1.53879,1.39449,1.37114,0,0.0004952,0.0004952,0.0004952
78,470.644,0.70692,1.20063,0.83846,1.17082,0,0.64938,0.67622,0.61184,0.46279,0.64938,0.67622,0.6125,0.44962,0.96138,1.47601,1.88933,1.42451,0,0.0004754,0.0004754,0.0004754
79,476.593,0.69847,1.28566,0.80652,1.17578,0,0.63868,0.66667,0.60256,0.44964,0.65389,0.68254,0.60955,0.44446,0.88642,1.49036,1.46185,1.34332,0,0.0004556,0.0004556,0.0004556
80,482.611,0.64763,1.21172,0.7749,1.1115,0,0.64782,0.70077,0.66682,0.48357,0.63314,0.6849,0.64642,0.47605,0.87836,1.46131,1.61742,1.31501,0,0.0004358,0.0004358,0.0004358
81,493.96,0.63767,1.10886,0.78235,1.17379,0,0.60827,0.66667,0.59706,0.4154,0.61243,0.63492,0.56271,0.3989,0.99679,1.6565,2.18045,1.38006,0,0.000416,0.000416,0.000416
82,494.022,0.66006,1.13201,0.83086,1.13242,0,0.62098,0.63492,0.62651,0.4407,0.60148,0.65079,0.60035,0.42443,0.92186,1.66126,1.47759,1.35397,0,0.0003962,0.0003962,0.0003962
83,499.878,0.64378,1.27389,0.78025,1.15669,0,0.6766,0.6974,0.67264,0.49226,0.6613,0.68181,0.63924,0.47105,0.85383,1.64633,1.36719,1.32265,0,0.0003764,0.0003764,0.0003764
84,505.809,0.68114,1.28185,0.78735,1.14252,0,0.74539,0.65079,0.63646,0.45197,0.72707,0.63492,0.59848,0.43359,0.94473,1.63175,2.23172,1.42816,0,0.0003566,0.0003566,0.0003566
85,511.666,0.70529,1.14491,0.90944,1.16083,0,0.73686,0.65079,0.66787,0.48274,0.68461,0.6202,0.63072,0.4677,0.93055,1.52206,1.86772,1.37087,0,0.0003368,0.0003368,0.0003368
86,517.633,0.61795,1.07394,0.72836,1.10931,0,0.66996,0.70893,0.66118,0.465,0.64025,0.67803,0.62069,0.43904,0.92787,1.55199,1.64382,1.33406,0,0.000317,0.000317,0.000317
87,528.997,0.70588,1.23824,0.85038,1.16715,0,0.70771,0.73024,0.67783,0.49486,0.69273,0.71572,0.65686,0.47267,0.92163,1.49493,1.92665,1.34659,0,0.0002972,0.0002972,0.0002972
88,529.065,0.58353,1.00033,0.74839,1.07098,0,0.63124,0.7619,0.66942,0.47216,0.60446,0.73016,0.62206,0.44921,0.93488,1.46834,2.01994,1.38964,0,0.0002774,0.0002774,0.0002774
89,534.876,0.63275,1.0553,0.79438,1.13464,0,0.67038,0.71025,0.67016,0.46362,0.6405,0.67876,0.62142,0.44342,0.96034,1.51517,1.88481,1.39241,0,0.0002576,0.0002576,0.0002576
90,540.896,0.6202,1.169,0.70095,1.11374,0,0.67061,0.69841,0.66218,0.47269,0.64012,0.66667,0.61345,0.45463,0.89344,1.48489,1.61592,1.3448,0,0.0002378,0.0002378,0.0002378
91,547.214,0.52971,0.9006,0.68311,1.11585,0,0.6644,0.65999,0.63675,0.44806,0.64842,0.64411,0.60896,0.43598,0.92609,1.52111,1.57328,1.35754,0,0.000218,0.000218,0.000218
92,552.854,0.54401,0.92658,0.65842,1.10128,0,0.64397,0.7619,0.61095,0.46003,0.64397,0.7619,0.62047,0.4486,0.81194,1.38966,1.81461,1.23412,0,0.0001982,0.0001982,0.0001982
93,558.436,0.4814,0.87667,0.67608,1.0733,0,0.63298,0.68254,0.66214,0.47961,0.60066,0.69841,0.61717,0.46359,0.87207,1.48142,1.79081,1.32135,0,0.0001784,0.0001784,0.0001784
94,563.439,0.47796,0.81428,0.6361,1.05307,0,0.69686,0.66667,0.64634,0.48398,0.6623,0.63492,0.61699,0.46521,0.87681,1.45959,1.5092,1.33658,0,0.0001586,0.0001586,0.0001586
95,569.205,0.42805,0.76946,0.53735,0.97657,0,0.65895,0.67478,0.6557,0.47587,0.62878,0.64533,0.61213,0.45444,0.89175,1.49099,1.60777,1.3401,0,0.0001388,0.0001388,0.0001388
96,574.797,0.45433,0.72965,0.57038,0.89925,0,0.68149,0.66667,0.63914,0.45462,0.69148,0.60317,0.59216,0.43934,0.88991,1.51406,1.63329,1.34983,0,0.000119,0.000119,0.000119
97,580.572,0.46821,0.74509,0.61867,1.05472,0,0.69787,0.66001,0.66614,0.48625,0.66437,0.62847,0.6274,0.46451,0.88007,1.50642,1.4984,1.34984,0,9.92e-05,9.92e-05,9.92e-05
98,586.644,0.52021,0.8797,0.5858,1.14061,0,0.71174,0.66625,0.6594,0.48176,0.66498,0.63492,0.62014,0.46195,0.8743,1.5321,1.55587,1.35208,0,7.94e-05,7.94e-05,7.94e-05
99,592.664,0.45313,0.76462,0.60029,1.00621,0,0.6707,0.68254,0.65362,0.47575,0.6395,0.65079,0.61742,0.458,0.88143,1.53299,1.55922,1.36368,0,5.96e-05,5.96e-05,5.96e-05
100,604.073,0.46923,0.79664,0.54582,1.07064,0,0.65805,0.68254,0.65538,0.47633,0.62627,0.66667,0.61808,0.45569,0.87524,1.52814,1.59963,1.36456,0,3.98e-05,3.98e-05,3.98e-05
